estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,True,"فعلى سبيل المثال، يقترح البعض ""التعلم"" و""التنشئة الاجتماعية"" كدوافع مهمّة لاستخدام شبكة الإنترنت (جيمس وغيره، 1995).","['يُقترح ""التعلم"" و""التواصل الاجتماعي"" كدوافع مهمة لاستخدام الإنترنت (جيمس وآخرون، 1995).']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d90d0>,37.45610912575669,49.76153740329761,0.0,0.04674087092280388,0.0,0.9627640859689564,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor example, “learning” and “socialization” are suggested as important motivations for Internet use (James et al., 1995).\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,وقد تحركت قوات التحالف والقوات الأفغانية إلى المنطقة لتأمين الموقع وأرسلت طائرات التحالف الأخرى للمساعدة.,['تحركت القوات الأفغانية وقوات التحالف إلى المنطقة لتأمين الموقع، وأرسلت طائرات أخرى تابعة للتحالف للمساعدة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9160>,51.52470671509348,66.03200968078565,0.0,0.03324674069881439,0.0,0.37441450997721404,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nCoalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,الهدف الرئيسي للعلم هو معرفة الطريقة التي يعمل بها العالم من خلال منهجٍ علميٍ. هذه الطريقة في الواقع ترشد معظم البحث العلمي.,['الهدف الرئيسي للعلم هو فهم طريقة عمل العالم من خلال المنهج العلمي. في الواقع، يوجه هذه الطريقة معظم الأبحاث العلمية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d91f0>,32.92610942512308,55.87197212464741,0.0,0.09060603380203247,0.0,0.8103957216953859,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nScience’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,زئير النمر ليس كزئير الأسد كامل الصوت، لكنه أقرب إلى الصياح بكلمات غاضبة.,['زئير النمر ليس كزئير الأسد القوي، بل هو أشبه بجملة من الكلمات المزمجرة والمصوتة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9280>,34.539230846622424,43.269826299457904,0.0006416253047090079,0.010489298962056637,0.06116951256990433,0.09458479611203074,0.005785705874696703,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,يسهل العثور على أماكن لبيع السلع المغربية التقليدية في جميع أنحاء المدينة القديمة، مثل الطواجن والفخار والسلع الجلدية والشيشة وجميع ألوان السلع الرخيصة، ولكن كل هذا مخصص للسياح.,['حول المدينة القديمة، من السهل العثور على أماكن تبيع السلع المغربية التقليدية، مثل الطواجن، والفخار، والسلع الجلدية، والأراجيل، وطيف كامل من الأشياء الصغيرة، ولكنها جميعها موجهة للسياح.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9310>,40.613162487675304,53.50803305495493,0.0,0.0004048786358907819,0.0,0.003201583953341469,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAround the old Medina it's easy to find places selling traditional Moroccan goods, such as tagines, pottery, leather goods, hookahs, and a whole spectrum of geegaws, but it's all for the tourists.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,['في تجربة بالم، استُخدم عقار ZMapp كعقار ضابط، مما يعني أن العلماء استخدموه كخط أساس وقارنوا بينه وبين العلاجات الثلاثة الأخرى.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d93a0>,42.4593572523045,57.049973464863335,0.0002340459121161903,0.12933959066867828,0.0018095457926392555,0.8822810164419934,0.0015965279012280951,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIn the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,"لكن بسبب موقعها ""القريب من المناطق الاستوائية"" ببضع درجات فقط شمال الخط الاستوائي، فأنتم بحاجة للتعامل مع كلاهما: الحرارة العالية المستمرة والشمس اللافحة (وذلك نادراً عندما تكون السماء صافية).","['لكن لكونها تقع في ""المناطق المدارية المرتفعة"" على بعد درجات قليلة شمال خط الاستواء، سيتعين عليك التعامل مع الحرارة (دائماً) والشمس القوية (عندما تكون السماء صافية، وهو أمر نادر).']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9430>,11.132868263972972,38.436546901876454,0.0,0.002937830751761794,0.0,0.9881180421216413,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nBut being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,بصفته رياضيّاً شاملاً، يمكن للنّمر التّسلق (وإن لم يكن ذلك بشكلٍ جيد) والسّباحة والقفز لمسافاتٍ طويلةٍ والسّحب بقوّة خمسة أضعاف قوّة الإنسان.,['نمر رياضي متكامل، يمكنه التسلق (ولكن ليس بشكل جيد)، والسباحة، والقفز لمسافات طويلة، والسحب بقوة تعادل خمسة أضعاف قوة الإنسان القوي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d94c0>,20.44088913461233,36.48453950519483,0.0,0.19113218784332275,0.0,0.8806376062566414,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nA well rounded athlete, the tiger can climb (though not well), swim, leap great distances and pull with five times the force of a strong human.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,ولم ترد تقارير عن وقوع أضرار أو إصابات كبيرة في تونغا، لكن الكهرباء انقطعت بشكل مؤقت، مما منع سلطات تونغا من تلقي تحذير تسونامي الصادر من PTWC.,['لم يتم الإبلاغ عن أي أضرار أو إصابات كبيرة في تونغا، ولكن انقطعت الكهرباء بشكل مؤقت، مما منع حسبما ورد سلطات تونغا من تلقي تحذير تسونامي الصادر عن مركز التحذير من تسونامي في المحيط الهادئ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9550>,47.76710281944337,66.25016835647558,0.0,0.002432798035442829,0.0,0.062213117722421885,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nNo major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,إنه من المجدي لبس خاتم (لكن مو اللي شكله غالي جدًا.,['مفيد كمان انك تلبس خاتم (بس مو واحد شكله غالي مرة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d95e0>,24.111227980147206,34.368800706983535,0.8311090183970862,0.9539504647254944,0.8712286949157715,0.976491900277324,0.8507477638744347,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt is helpful to also wear a ring (just not one that looks too expensive.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,تتكون مدينة ماتشو بيتشو من ثلاثة مبانٍ رئيسية، وهي إنتيهواتانا، ومعبد الشمس، وغرفة النوافذ الثلاثة.,['تتكون ماتشو بيتشو من ثلاثة هياكل رئيسية، وهي إنتيهواتانا ومعبد الشمس وغرفة النوافذ الثلاثة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9670>,63.22835799326932,72.28935502283724,0.0014137110380544327,0.0050753336399793625,0.27854543924331665,0.10089871298987418,0.028104876328849844,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nMachu Picchu consist of three main structures, namely Intihuatana, the Temple of the Sun, and the Room of the Three Windows.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,ويوضع الأطفال في إطار الرعاية الحاضنة لأسباب متنوعة تتراوح بين الإهمال والإيذاء وحتى الابتزاز.,['يوضع الأطفال في رعاية الأسر الحاضنة لطيف واسع من الأسباب التي تتراوح بين الإهمال، والاعتداء، وحتى الابتزاز.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9700>,37.163320235645436,57.255522194224454,0.0,0.06301262229681015,0.0,0.7597648215014488,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nChildren are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,"من المتوقع أن أغلب تذاكر الحدث ستبلغ تكلفتها بين 2,500 ين و 130,000 ين أما كلفة التذكرة العادية النموذجية فستكون حوالي 7,000 ين.","['من المتوقع أن تتراوح تكلفة معظم تذاكر الفعالية بين 2,500 ين و130,000 ين، حيث تبلغ تكلفة التذاكر المعتادة حوالي 7,000 ين.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9790>,20.844931679091367,51.53330172574512,0.0,0.32586345076560974,0.0,0.9692854618187994,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,عُثر على بقايا أنظمة صرف صحي في منازل مدن مينوان في كريت وسانتوريني في اليونان.,['عُثر على بقايا أنظمة الصرف الصحي في منازل مدينتي مينوان في كريت وسانتوريني في اليونان.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9820>,71.60485146328537,82.52351972291775,1.236476966576857e-05,0.0057057710364460945,0.0021670637652277946,0.04427112720441073,9.593835561046897e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nRemains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,تبحث هذه النظريات في الشيء اللي يجعل بعض الأشخاص يريدون الأشياء اللي يفعلونها والأشياء في بيئتهم المحيطة اللي تجعلهم يفعلون أو لا يفعلون أشياء معينة.,['تنظر هذه النظريات في ما الذي يجعل بعض الأشخاص يريدون الأشياء التي يريدونها، وما هي الأشياء في بيئتهم التي تجعلهم يفعلون أو لا يفعلون أشياء معينة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d98b0>,55.86258561955573,69.87977667782779,0.0,0.04157593473792076,0.0,0.7786925092805177,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThese theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,بينما انحدرت المعرفة لدى اليونانيين، وجد الغرب نفسه معزولاً عن جذوره الفلسفية والعلمية اليونانية.,['مع تراجع المعرفة باليونانية، وجد الغرب نفسه منقطعاً عن جذوره الفلسفية والعلمية اليونانية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9940>,55.05096960617761,66.44798514979287,0.0,0.06878990679979324,0.0,0.18609594559529796,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAs knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,يبلغ ارتفاع البرجين 83 متراً، ويبلغ طوله 378 متراً، وله مساران عرضهما 3.50 متراً.,['يبلغ ارتفاع البرجين 83 متراً وطوله 378 متراً ويضم ممرين بعرض 3.50 متر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d99d0>,38.066414962173646,54.32598457519276,0.0,0.18258234858512878,0.0,0.34928679815493524,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,تتكون عائلة الأسود من واحد إلى ثلاثة ذكور بالغين، بالإضافة إلى ما يصل إلى ثلاثين أنثى وشبلاً.,['تتكون مجموعات الأسود من واحد إلى ثلاثة ذكور بالغين مختلطين، بالإضافة إلى ما يصل إلى ثلاثين أنثى وشبلاً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9a60>,79.36796038297348,85.89134655846273,0.0,0.10729469358921051,0.0,0.8084255154244602,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nPrides are made up of one to three related adult males, along with as many as thirty females and cubs.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,في عام 1033ه، أنشأت شركة الهند الشرقية الهولندية قاعدة في جنوب غرب تايوان وبدأت في تغيير ممارسات إنتاج الحبوب الأصلية وتوظيف العمال الصينيين للعمل في مزارع الأرز والسكر.,['في عام 1624، أنشأت شركة الهند الشرقية الهولندية قاعدة في جنوب غرب تايوان، مما أدى إلى تحول في ممارسات إنتاج الحبوب للسكان الأصليين وتوظيف العمال الصينيين للعمل في مزارع الأرز وقصب السكر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9af0>,64.76884206554651,76.15860226648083,0.0,0.05974878370761871,0.0,0.6443267045542598,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIn 1624,Dutch East India Company establishes a base in southwestern Taiwan, initiating a transformation in aboriginal grain production practices and employing Chinese laborers to work on its rice and sugar plantations.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,كانت أحد المحطات الرئيسية لهنري لويس غيتس في مسلسل بي بي إس PBS عن عجائب العالم الأفريقي الخاصة.,['كان أحد المحطات الرئيسية خلال برنامج هنري لويس جيتس الخاص على قناة PBS عجائب العالم الأفريقي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9b80>,38.3685754766388,53.045385901921435,0.0,0.0007187991868704557,0.0,0.004747285587654915,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,['هذا سيسمح بتوافقه مع الإصدارات السابقة 802.11a و 802.11b و 802.11g، بشرط أن يكون للمحطة الأساسية أجهزة إرسال واستقبال مزدوجة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9c10>,19.55556053156539,35.70745868138319,0.0008992337789938409,0.39605453610420227,0.0022704796865582466,0.8944392432458699,0.002030806132650278,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,"كُتب على ظهر إعلان الاستقلال عبارة ""إعلان الاستقلال الأصلي بتاريخ 18 جمادى الأولى 1190ه"". يظهر النص في أسفل المستند، مقلوباً.","['كُتِبَ على ظهر إعلان الاستقلال عبارة ""إعلان الاستقلال الأصلي بتاريخ 4 يوليو 1776"". ويظهر النص في أسفل الوثيقة، مقلوباً.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9ca0>,60.97026198240088,68.13155053440637,2.159666526905168e-05,0.0557219572365284,0.0003875790862366557,0.3938038821797818,0.00015263014881168745,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Written on the back of the Declaration of Independence were the words ""Original Declaration of Independence dated 4th July 1776"". The text appears on the bottom of the document, upside down.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWritten on the back of the Declaration of Independence were the words ""Original Declaration of Independence dated 4th July 1776"". The text appears on the bottom of the document, upside down.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,مع مرور عامين على نهاية الحرب، و أصبح الحلفاء السابقون أعداء الآن وبدأت الحرب الباردة.,['بعد سنتين من نهاية الحرب، أصبح الحلفاء السابقون أعداء وبدأت الحرب الباردة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9d30>,58.381637837360124,65.56872864717651,0.0,0.04283181577920914,0.0,0.36408785672392696,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWith two years of the end of the war, the former allies were now enemies and the Cold War began.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,وبحسب ما ذكرته الشّرطة، فإنه ليس من المرجّح أن يواجه سائق المركبة اللي صدمت المصوّر أيّ تهم جنائيّة.,['وفقاً للشرطة، من غير المرجح أن يواجه سائق السيارة التي صدمت المصور اتهامات جنائية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9dc0>,18.195353741224462,35.667723659299064,0.0,0.027421876788139343,0.0,0.34141870797611773,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
According to police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAccording to police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,كان للرومانسية عنصراً كبيراً من الحتمية الثقافية مستمدة من كتّاب مثل جوته وفيشت وشليغل.,['احتوت الرومانسية على عنصر كبير من الحتمية الثقافية، والمستمدة من كتاب مثل غوته، وفشته، وشليجل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9e50>,29.4608122954116,46.42071901490928,6.71281218285677e-05,0.032551370561122894,0.0020622210577130318,0.21874923817813396,0.00045110928532963133,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nRomanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,بالإضافة إلى ذلك، كان هناك بين كل سلالة حاكمة عصرٌ غير مستقرٍ من المقاطعات المقسمة. أشهر هذه الفترات كانت حقبة الممالك الثلاث التي دامت 60 عاماً بين أسرة هان وسلالة جين.,['أيضًا بين كل حقبة من حقب السلالات، كانت هناك فترة من عدم الاستقرار والانقسام بين المقاطعات. أكثر الفترات شهرة هي فترة الممالك الثلاث التي استمرت لمدة 60 عامًا بين سلالتي الهان والجِن.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9ee0>,13.19319501196328,37.68566355551129,0.0005479881594656483,0.13891783356666565,0.00394469266757369,0.4068595003336668,0.0016049356876989109,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Also between each dynasty was an unstable age of divided provinces. The best-known of these periods was the Three Kingdoms epoch taking place for 60 years between the Han and the Jin Dynasty.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAlso between each dynasty was an unstable age of divided provinces. The best-known of these periods was the Three Kingdoms epoch taking place for 60 years between the Han and the Jin Dynasty.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,تُعد تربية الرنة مصدر رزق مهم بالنسبة للساميين، كما أن الثقافة المحيطة بالتجارة مهمة أيضاً للعديد من أصحاب المهن الأخرى.,['تربية حيوان الرنة هي مصدر رزق مهم لدى شعب السامي، كما أن الثقافة المحيطة بهذه التجارة مهمة أيضاً للعديد من أصحاب المهن الأخرى.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9f70>,64.19275525503146,72.75209777237228,0.0,0.008997026830911636,0.0,0.4426630945526995,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Reindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nReindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,بما أن المناطق مأهولة قليلاً والتلوث الضوئي على الأغلب ليس مشكلة، فسوف تتمكن أيضاً من الاستمتاع بمراقبة بالنجوم.,['بما أن المناطق قليلة السكان، ولذلك لا يمثل التلوث الضوئي مشكلة في كثير من الأحيان، فستتمكن أيضًا من الاستمتاع بمشاهدة النجوم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59d9fd0>,23.29856851831642,45.12046041353988,0.0,0.015217777341604233,0.0,0.9674813736928627,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAs the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,يُطمئن الحجزُ المُسبق المسافرَ بأنّه سيكونُ لديه مكانٌ للنوم بمجرّد وصوله إلى وجهتهِ المقصودةِ.,['الحجز المسبق يمنح المسافر راحة البال لمعرفته أنه سيكون لديه مكان للنوم عند وصوله إلى وجهته.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59df0d0>,16.048511451539962,37.687778253481305,0.0001459718848430408,0.023559600114822388,0.006195855792611837,0.9479050657828338,0.005873083092676676,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nBooking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,False,يمثّل الطعام الإندونيسي مصطلحاً جامعاً يشمل مجموعة كبيرة من المطابخ الإقليمية المنتشرة في نواحي إندونيسيا، نظراً لوجود 17000 جزيرة في إندونيسيا لتفاضل بينهم.,"['مع وجود 17,000 جزيرة للاختيار من بينها، فإن الطعام الإندونيسي هو مصطلح عام يشمل مجموعة واسعة من الأطباق الإقليمية الموجودة في جميع أنحاء البلاد.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59df160>,13.673585276293979,37.932311208262156,0.0,0.02878287434577942,0.0,0.2683066772297025,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWith 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.\nTranslation:'}]}]",,sau,False,None,None,None
